label,text,posneg,
FALSE,Florida was the only state during my eight years to go from AA to AAA in its bond rating.,FALSE,
half-true,"The stimulus includes ""$7 million to build a bridge in Thedford, Nebraska, to help 168 residents avoid a 30-second wait at a local train crossing. Not one full-time job will be created.""",TRUE,
pants-fire,Obamacare isnt helping anyone.,FALSE,
mostly-true,Sixty-one percent of our active military are currently listed as overweight.,TRUE,
mostly-true,Nearly one in four people in their prime working years are not working.,TRUE,
mostly-true,"Under former President George W. Bushs administration while the population in that period grew by 10 percent, the number of jobs in the nation grew by 1 percent.",TRUE,
mostly-true,"A little less than 50 percent of the people in this country depend on some form of federal payment, some form of government benefit to help provide for them.",TRUE,
mostly-true,"Says Hillary Clinton couldnt bring herself to say we need to separate commercial banking and speculative banking, namely reinstating Glass-Steagall.",TRUE,
TRUE,A loophole still exists which allows members of Congress and high-powered executive branch appointees to exploit 'insider' knowledge of the financial industry in order to turn personal profit.,TRUE,
FALSE,Why do we have automatic citizenship upon birth? Were the only country in the world that has it.,FALSE,
TRUE,"There are approximately 20,000 annual gun purchases in Rhode Island.",TRUE,
barely-true,The Hollywood celebrities endorsing Hillary Clinton are in many cases celebrities that arent very hot anymore.,TRUE,
FALSE,"Before Congress, (Tom) Cotton got paid handsomely working for insurance companies and corporate interests.",FALSE,
FALSE,"It will cost $50,000 per enrollee in Obamacare over the next 10 years.",FALSE,
FALSE,"According to HUD, it is patently unfair and socially unjust that wealthy people can live in an exclusive neighborhood.",FALSE,
TRUE,"Says when he was governor,we expanded participation in Virginia in early childhood programs by nearly 40 percent.",TRUE,
pants-fire,Members of Congress can retire with the same pay after only one term in office,FALSE,
FALSE,The next state budget will begin with a surplus of over half a billion dollars -- $535 million to be exact.,FALSE,
mostly-true,A 0.05 standard for drunken driving means having a glass of wine at dinner could make a person drunk.,TRUE,
half-true,"Says that since he took office, there have been no large-scale attacks on the United States.",TRUE,
TRUE,"Twenty two years ago, when he was running for governor, Bill Nelson missed 56 percent of his votes in the U.S. House.",TRUE,
half-true,Says the University of Texas can afford to build a medical school because it has a $7 billion endowment and its football program had a $50 million profit last year.,TRUE,
barely-true,"Under Governor Crist, 3,000 teachers laid off.",TRUE,
TRUE,"Texas prosecutor Rosemary Lehmberg purchased 72 bottles of vodka in just one store alone, in just over a year.",TRUE,
barely-true,President Obama funneled $716 billion out of Medicare at the expense of the elderly.,TRUE,
mostly-true,George Bush never suggested that we eliminate funding for Planned Parenthood.,TRUE,
pants-fire,"SaysMichele Bachmann said on Fox News, This country could use a president like Benjamin Franklin again.",FALSE,
half-true,"By declaring that Pluto was no longer a planet, the (International Astronomical Union) put into place a planetary definition that would have even declassified Earth as a planet if it existed as far from the sun as Pluto does.",TRUE,
barely-true,The president came in and campaigned against me 12 times.,TRUE,
barely-true,"I was appointed U.S. attorney by President Bush on Sept. 10, 2001.",TRUE,
half-true,"Says there are probably 2 million, it could be even 3 million criminal immigrants in the country illegally.",TRUE,
TRUE,Says President Barack Obama released a statement on the death of brother Robin Williams before ... a statement on brother Michael Brown.,TRUE,
TRUE,I became a Republican sooner in my life than Ronald Reagan did in his.,TRUE,
half-true,(Pete) Sessions has held at least two fundraisers at adult-themed clubs and made no apologies.,TRUE,
barely-true,"The most popular name is no longer John or Steven. Its Jose, Camilo and Maria.",TRUE,
half-true,"Says the governor took away a billion dollars of rebates, so in real dollars, our property taxes have gone up 20 percent.",TRUE,
FALSE,"English ""is our national language...if it becomes official, that means in a place like New York City you can't print ballots in any other language.""",FALSE,
TRUE,"When a Gallup poll asked about presidential candidate characteristics, When they get to the question on, Would you vote for a socialist, it is even less popular than voting for atheists.",TRUE,
TRUE,"Says in Chicago, we take more guns off the streets than New York or L.A.",TRUE,
barely-true,"Under Randi Shade, Austin has had the highest cost of living of any large Texas city.",TRUE,
half-true,"Says that under the new healthcare law, full- and part-time workers will be required to buy insurance costing $375 to $1,000 a month, starting in 2014.",TRUE,
TRUE,Newt Gingrich has suggested building a mirror system in space could improve the Earths habitability.,TRUE,
FALSE,"By allowing brewpubs to sell beer, Georgia could become like Mexico with only a couple of manufacturers controlling all aspects of market.",FALSE,
barely-true,Says Did you know that if you accepted the Districts proposal today you would have NO pay increase for 4 years? Seven years of frozen wages = Disrespect.,TRUE,
barely-true,"Says a car driving former University of Missouri System President Tim Wolfe ran through the students, hit one of them at the MU Homecoming Parade.",TRUE,
half-true,Today we stand as the highest-performing urban school district in America.,TRUE,
mostly-true,"The CBO found that the House Republican health care plan would lower premiums by ""up to about 10 percent"" and, for purchasers in the individual market, ""those cost savings could even be higher.""",TRUE,
half-true,I just want to assure [you] were not talking about cutting Medicare benefits.,TRUE,
mostly-true,"When we had a conservative Republican president we were losing 750,000 jobs a month.",TRUE,
mostly-true,"After one year, Tennessees students made their biggest single-year jump in achievement ever recorded in the state.",TRUE,
barely-true,Bill McCollum diverted a state plane to his home 53 times. A state auditor called it: likely a misuse of state resources.,TRUE,
TRUE,No member of the American public has ever been killed by commercial nuclear power a record unmatched by other fuels.,TRUE,
barely-true,Poll after poll after poll shows me beating Hillary.,TRUE,
TRUE,The people in Massachusetts like (the state health care plan) by about a 3-1 margin.,TRUE,
barely-true,"Says 23 percent of ninth graders in Newark will graduate with a high school diploma in four years and we spend $100,000 on their education in those four years, more than is spent on any other set of students in the United States.",TRUE,
FALSE,Says President Barack Obama is trying to pack the D.C. Circuit Court of Appeals.,FALSE,
half-true,Anyone who knows you can just look it up to see if you voted.,TRUE,
FALSE,Says less than half of 1 percent of all the Texas legislators who ever served draw a benefit from pensions tied to the salaries of state district judges.,FALSE,
barely-true,"Bob Menendez just voted to increase the governments debt ceiling to $1.9 TRILLION! In his 19 years in Congress, Menendez has helped overspend America over $15 TRILLION into debt.",TRUE,
pants-fire,I havent really proposed (phasing out aid to Israel) in the past.,FALSE,
FALSE,"Says Rep. Tammy Duckworth has been a staunch supporter of expanding the spending, size and reach of the IRS.",FALSE,
pants-fire,One of George Soros companies has provided some of the (voting) machines for some states.,FALSE,
half-true,Says the Obama administration will no longer enforce the Defense of Marriage Act (DOMA).,TRUE,
barely-true,And the revenue generated by drilling off Virginias coast? $40 million over 10 years.,TRUE,
TRUE,Mitt Romney gave away his fathers inheritance.,TRUE,
half-true,"There are only four countries in the world that ... legalize abortion after five months -- China, North Korea, Canada and the U.S.",TRUE,
half-true,"First, he (Obama) opposed the surge. Then he confidently predicted that it would fail. Then he tried to prevent funding for the troops who carried out the surge.",TRUE,
barely-true,Says Cathy Jordan was arrested and dragged out of her home by a SWAT team of hooligans for using medical marijuana.,TRUE,
FALSE,"Under energy efficiency legislation sponsored by U.S. Sen. Jeanne Shaheen, federal bureaucrats could take over the local building code enforcement in your city if so-called green mandates are not complied with quickly enough.",FALSE,
